posterId,wordId
341,1
341,335
341,336
342,337
342,328
342,211
344,1
344,12
344,6
345,19
345,16
345,338
345,339
345,340
346,34
346,14
346,109
349,172
349,341
349,342
350,1
350,145
350,321
350,83
351,343
351,341
351,344
352,144
352,345
352,32
352,346
352,347
353,19
353,348
353,349
354,329
354,186
354,7
354,350
354,286
355,186
355,74
355,329
355,348
355,286
358,285
358,3
358,94
358,351
359,352
359,10
359,230
360,76
360,6
360,133
360,286
361,10
361,345
361,353
361,354
362,355
362,9
362,102
362,3
362,52
363,45
363,67
363,108
363,211
366,32
366,14
366,107
366,264
367,76
367,94
367,356
367,261
367,110
368,69
368,357
368,296
368,145
368,186
369,328
369,89
369,133
373,45
373,67
373,11
373,54
374,16
374,5
374,107
374,59
375,94
375,351
375,3
375,9
379,358
379,359
379,360
379,19
379,361
385,362
385,45
385,109
385,69
386,164
386,198
386,7
388,264
388,19
388,14
390,19
390,78
390,16
390,1
390,79
390,18
391,14
391,363
391,109
392,69
392,45
392,19
392,10
392,1
394,7
394,266
394,350
394,94
396,14
396,364
396,145
396,195
396,94
397,261
397,107
397,109
399,19
399,261
399,14
399,52
400,19
400,14
400,69
400,365
401,366
401,268
402,45
402,67
402,107
402,109
403,69
403,3
403,107
403,109
404,19
404,345
404,77
404,14
407,183
407,320
407,264
418,107
418,359
418,367
420,45
420,67
420,85
420,350
420,3
420,7
420,329
421,32
421,14
421,38
422,7
422,135
423,79
423,262
424,45
424,368
424,19
424,32
424,38
425,198
425,369
425,370
425,371
427,19
427,45
427,25
427,14
428,54
428,19
428,45
428,119
429,45
429,19
429,27
429,119
430,39
430,187
430,372
432,19
432,45
432,16
432,1
432,79
433,321
433,96
433,145
433,373
434,45
434,19
434,107
436,10
436,7
436,85
437,45
437,77
437,52
437,19
437,374
437,375
438,45
438,19
438,77
439,145
439,19
439,16
439,1
440,146
440,19
440,164
443,350
443,7
443,376
444,146
444,196
444,377
444,18
445,69
445,76
445,348
449,14
449,32
449,76
449,21
454,19
454,378
454,109
455,116
455,117
456,45
456,54
456,230
459,32
459,14
459,67
459,21
460,16
460,83
460,196
460,85
460,145
460,94
460,379
460,328
460,7
460,67
460,350
460,268
460,3
461,183
461,107
461,264
464,19
464,45
464,67
464,350
464,348
464,85
465,350
465,186
465,7
465,329
465,348
465,349
465,145
465,330
466,350
466,7
466,186
466,329
466,145
466,330
467,380
467,7
467,19
467,45
467,110
469,345
469,10
469,381
471,13
471,382
471,110
472,19
472,45
472,67
472,193
472,7
472,348
472,383
472,377
474,13
474,382
474,110
476,45
476,368
476,384
476,11
477,45
477,11
477,59
482,186
482,350
482,7
482,286
482,329
483,79
483,78
483,18
484,45
484,67
485,7
485,286
485,330
485,186
485,145
485,329
485,348
486,350
486,7
486,286
486,186
486,145
486,330
488,19
488,45
488,61
488,71
489,19
489,45
489,69
489,25
490,19
490,69
490,385
490,110
490,380
490,386
491,79
491,285
491,3
492,54
492,168
492,69
492,9
492,387
492,56
494,54
494,67
494,132
494,153
494,9
494,294
495,19
495,9
495,1
495,16
495,56
496,81
496,69
496,109
497,78
497,81
498,47
498,130
498,86
498,1
498,79
498,388
498,52
499,83
499,16
499,161
499,1
499,19
499,85
499,17
500,27
500,29
500,389
501,196
501,390
501,85
501,255
501,256
501,391
501,392
501,393
501,195
501,193
501,94
501,145
501,67
501,186
501,350
501,394
502,16
502,1
502,391
502,390
502,196
502,67
502,395
502,396
503,154
503,220
503,39
504,69
504,1
504,16
504,79
505,18
505,89
505,133
505,102
505,232
505,135
506,39
506,45
506,132
507,54
507,19
507,46
507,397
507,221
508,192
508,20
508,398
508,399
508,132
508,395
508,400
508,401
509,45
509,25
509,29
510,132
510,402
511,1
511,151
511,210
512,69
512,403
513,81
513,27
514,2
514,297
514,45
514,51
515,34
515,404
515,119
515,69
515,45
515,19
515,16
517,132
518,1
518,7
518,16
518,329
518,71
518,405
518,406
519,16
519,1
519,85
520,31
520,407
520,130
520,183
521,16
521,405
522,16
522,211
522,350
522,376
522,198
523,119
523,153
523,201
523,19
523,16
523,320
524,19
524,408
524,106
524,393
524,225
524,224
525,27
525,404
525,19
525,55
525,102
525,409
525,379
526,19
526,235
526,52
526,410
526,39
526,35
527,69
527,411
527,19
527,390
528,54
528,149
528,412
529,1
529,251
530,11
530,3
530,228
530,245
531,1
531,20
531,371
532,387
532,119
532,154
533,1
533,79
533,16
533,296
534,16
534,1
534,413
534,52
535,320
535,9
535,132
536,16
536,1
536,3
536,145
536,18
536,414
536,45
536,67
537,153
537,9
537,320
537,415
537,416
537,417
538,16
538,1
538,40
538,350
538,67
538,85
538,255
538,256
539,83
539,85
539,27
540,9
540,2
540,19
540,1
541,1
541,418
541,419
541,285
541,192
541,259
541,3
541,196
541,94
542,16
542,314
542,399
542,192
542,20
543,420
543,291
543,221
543,3
544,1
544,14
547,171
547,76
547,11
547,421
547,422
547,126
547,107
548,1
548,423
548,6
549,1
549,266
549,14
549,15
550,1
550,258
551,1
551,266
551,196
551,18
551,424
552,1
552,258
553,1
553,16
553,79
553,46
553,3
553,29
553,9
553,35
555,1
555,107
555,9
556,390
556,196
556,425
557,16
557,126
557,329
557,196
558,177
558,248
558,295
560,27
560,19
560,16
560,1
560,153
560,132
560,9
561,171
561,9
561,313
561,221
562,19
562,16
562,1
563,54
563,25
563,69
563,45
564,54
564,25
564,45
564,61
565,54
565,41
565,144
565,278
566,198
566,116
566,117
566,118
566,113
566,193
566,94
567,9
567,20
567,426
567,67
567,39
568,19
568,79
568,340
568,427
569,153
569,54
569,428
569,261
569,379
569,429
570,16
570,430
570,431
570,196
571,432
571,153
571,183
571,20
572,47
572,39
572,29
572,433
572,20
572,434
573,34
573,21
573,22
573,23
573,44
573,59
574,1
574,258
575,16
575,1
575,208
575,7
575,85
575,195
575,94
575,348
576,1
576,258
576,435
577,1
577,20
577,436
578,16
578,1
578,266
579,1
579,5
579,14
580,1
580,258
580,284
581,1
581,79
581,30
582,1
582,13
582,21
582,32
583,1
583,6
584,1
584,14
585,1
585,258
585,6
586,16
586,126
586,437
586,438
586,1
587,1
587,216
587,71
587,45
588,1
588,46
589,420
589,183
589,179
589,180
590,16
590,211
590,292
590,439
591,285
591,423
592,19
592,440
592,441
592,381
593,16
593,135
593,292
593,211
594,146
594,211
594,11
594,284
594,126
595,1
595,211
595,292
595,439
596,19
596,39
596,275
596,52
596,264
597,211
597,442
597,14
597,32
597,162
598,1
598,196
598,211
598,443
599,16
599,211
599,95
599,444
599,1
600,16
600,126
600,329
600,445
600,446
601,14
601,3
601,109
602,211
602,447
602,14
603,21
603,275
604,14
605,171
605,320
605,192
605,1
605,216
605,211
605,292
605,29
606,1
606,292
606,448
607,20
607,449
607,211
607,292
609,1
609,5
610,1
610,83
610,196
610,450
612,1
612,164
612,451
614,1
614,258
615,1
615,53
615,14
616,1
616,296
616,113
616,7
617,1
617,452
617,453
617,325
619,16
619,164
619,19
619,205
620,1
620,452
620,453
622,1
622,164
622,211
622,454
622,19
623,153
623,145
623,224
623,453
627,1
627,258
628,54
628,202
628,230
628,177
629,1
629,85
629,6
630,1
630,83
630,110
630,145
630,195
630,193
630,95
630,14
630,211
630,447
631,34
631,455
631,45
631,67
631,35
634,1
634,76
634,105
635,1
635,40
635,211
636,1
636,83
636,456
636,338
636,457
636,458
637,16
637,172
637,459
637,460
637,6
637,29
638,16
638,1
638,315
638,459
638,350
638,255
638,256
638,460
638,186
639,16
639,1
639,310
639,294
639,2
640,16
640,20
640,461
641,79
641,462
641,75
641,276
642,19
642,322
642,324
642,250
642,45
642,77
642,297
643,1
643,258
644,155
644,67
644,86
645,7
645,463
645,464
645,465
645,215
645,324
645,466
646,172
646,146
646,467
647,1
647,389
647,468
647,469
647,322
648,470
648,76
648,471
649,1
649,364
649,472
650,1
650,341
650,94
650,351
650,364
650,447
650,467
650,29
651,119
651,45
651,52
651,129
652,45
652,85
652,16
652,71
653,458
653,107
653,340
654,458
654,45
654,163
655,473
655,474
655,294
656,1
656,102
656,351
656,475
656,341
657,364
657,467
657,67
658,68
658,129
658,144
659,1
659,476
659,467
660,1
660,146
660,467
660,95
661,16
661,1
661,13
661,477
661,478
662,280
662,163
663,1
663,52
663,188
664,403
664,106
664,68
665,3
665,479
666,119
666,340
668,1
668,480
668,481
670,1
670,482
670,205
670,35
671,143
671,10
671,68
671,44
672,1
672,5
672,16
672,13
674,29
674,25
674,45
674,9
674,69
674,56
674,115
674,155
675,294
675,2
675,295
675,18
675,208
678,16
678,1
678,126
678,292
679,483
679,303
679,86
680,83
680,132
680,19
680,14
681,1
681,94
681,193
682,1
682,12
682,85
683,1
683,315
683,269
683,52
684,1
684,145
684,321
684,296
684,14
685,192
685,484
685,145
686,1
686,12
686,196
687,1
687,196
687,269
688,1
688,83
688,95
688,14
688,96
688,484
688,145
689,1
689,258
689,6
689,119
689,47
690,1
690,423
690,484
690,145
691,1
691,284
691,195
691,484
691,335
692,1
692,266
692,255
692,256
693,1
693,83
693,145
693,484
694,1
694,258
695,1
695,145
695,484
695,95
695,14
696,1
696,95
696,14
696,145
696,484
697,1
697,471
697,145
697,94
698,1
698,96
698,484
698,145
698,485
699,1
699,89
699,486
699,487
700,145
700,56
700,76
700,35
701,1
701,145
701,321
702,1
702,216
702,377
703,1
703,96
703,321
703,145
703,484
704,1
704,3
704,7
704,488
705,1
705,266
705,296
705,14
705,145
705,484
706,172
706,6
706,85
707,1
707,96
707,447
707,195
707,193
708,489
708,91
708,145
709,145
709,321
709,96
709,490
709,342
710,296
710,145
710,484
710,491
710,341
711,1
711,145
711,321
711,94
711,357
712,1
712,96
712,321
712,94
712,357
713,1
713,96
713,321
713,145
714,79
714,145
714,485
714,484
715,1
715,6
715,196
716,1
716,6
716,484
716,145
717,16
717,1
717,484
717,492
717,493
718,1
718,172
718,494
718,145
719,1
719,15
719,35
720,489
720,484
720,145
720,495
721,1
721,7
721,271
721,145
721,484
721,29
722,16
722,96
722,484
722,496
722,497
723,1
723,83
723,195
723,447
723,7
723,67
724,172
724,145
724,485
724,498
724,96
725,1
725,286
725,6
726,1
726,83
726,96
726,484
726,85
726,95
726,14
727,1
727,96
727,484
727,262
728,145
728,484
728,183
729,1
729,96
729,484
729,195
729,447
730,1
730,423
730,341
730,195
730,94
730,95
730,145
731,1
731,145
731,484
731,94
731,357
732,1
732,96
732,484
732,341
732,491
733,16
733,195
733,20
734,1
734,196
734,96
734,484
735,16
735,1
735,145
735,484
736,1
736,145
736,484
736,485
736,29
737,1
737,145
737,485
737,96
737,71
738,1
738,266
738,271
739,1
739,266
739,14
739,15
739,96
739,484
740,1
740,196
740,96
740,321
741,1
741,145
741,484
742,35
742,32
742,14
742,264
743,1
743,96
743,484
743,195
743,18
744,145
744,96
744,484
745,16
745,98
745,499
747,172
747,96
747,484
748,1
748,172
748,145
748,346
748,35
749,1
749,145
749,321
749,14
750,1
750,499
750,500
750,216
751,171
751,96
751,321
751,501
751,145
752,296
752,145
752,484
753,1
753,96
753,447
753,14
754,83
754,145
754,321
754,96
754,502
754,503
755,1
755,96
755,145
755,485
755,14
756,172
756,171
756,192
756,145
756,96
757,1
757,494
757,431
757,14
758,1
758,471
758,145
758,321
759,172
759,145
759,321
759,484
760,1
760,13
760,286
761,1
761,504
762,1
762,145
762,321
762,119
763,19
763,145
763,192
764,1
764,258
764,15
764,67
765,1
765,14
765,15
766,1
766,258
766,14
766,15
767,1
767,258
768,1
768,196
768,95
768,35
769,9
769,296
769,493
770,47
770,16
770,79
770,96
770,321
770,262
770,29
771,1
771,195
771,3
772,1
772,14
773,1
773,494
773,6
774,1
774,476
774,341
775,1
775,12
775,266
775,14
775,15
776,1
776,494
776,195
776,447
776,35
777,1
777,258
777,6
777,335
777,35
778,1
778,258
778,216
778,184
778,286
779,16
779,505
779,195
780,16
780,506
780,476
780,94
780,195
780,95
781,1
781,196
781,14
782,1
782,507
783,1
783,6
783,48
783,49
784,1
784,12
784,6
785,1
785,6
785,76
786,1
786,18
786,71
786,164
786,264
787,1
787,6
787,216
787,32
788,1
788,192
788,423
788,508
789,145
789,484
789,35
790,145
790,321
790,509
791,1
791,266
791,14
791,15
791,507
791,35
792,1
792,13
792,281
792,196
793,14
793,46
793,264
794,1
794,266
794,74
794,3
794,35
795,1
795,12
795,6
795,3
795,14
795,29
796,1
796,6
796,5
797,1
797,3
797,115
797,71
797,52
798,1
798,6
798,20
798,29
799,1
799,13
799,195
799,48
799,49
800,1
800,12
800,67
801,1
801,196
801,236
801,14
802,1
802,471
802,341
802,351
802,96
802,510
803,145
803,321
803,96
803,35
804,211
804,184
804,109
805,1
805,145
805,321
805,14
806,1
806,13
806,3
807,1
807,83
807,109
807,3
807,9
807,35
808,1
808,76
809,1
809,172
809,13
809,6
809,14
809,326
810,1
810,13
810,423
810,6
811,39
811,1
811,79
812,195
812,511
812,447
812,211
812,443
813,1
813,18
813,71
814,1
814,164
814,386
815,1
815,13
815,12
815,196
816,1
816,15
816,266
817,1
817,13
817,12
817,85
818,1
818,276
819,1
819,211
819,447
820,47
820,16
820,20
820,5
821,1
821,512
821,20
821,170
821,35
822,1
822,15
822,266
823,1
823,513
823,71
823,297
824,1
824,371
824,514
824,281
825,1
825,79
825,349
825,341
825,351
825,89
825,515
825,83
825,516
826,1
826,12
826,6
826,85
827,1
827,215
827,7
827,517
827,518
828,1
828,132
828,44
829,171
829,211
829,292
829,18
831,16
831,197
831,100
831,52
832,3
832,85
832,205
833,89
833,133
834,1
834,6
834,89
834,133
835,1
835,476
835,195
835,83
836,1
836,95
836,94
837,1
837,211
837,447
837,89
837,381
838,1
838,19
838,211
838,519
838,520
838,443
839,34
839,14
839,145
839,95
840,19
840,14
840,145
840,348
841,19
841,220
841,14
841,264
843,1
843,521
843,74
843,522
843,507
843,423
845,195
845,94
845,107
846,3
846,195
846,511
846,476
847,1
847,164
847,145
847,502
848,146
848,523
848,145
848,422
849,16
849,438
849,281
849,1
849,285
849,102
850,79
850,18
850,338
850,523
851,211
851,447
852,1
852,164
852,69
852,47
854,211
854,519
854,524
854,452
855,69
855,1
855,164
855,378
856,1
856,172
856,211
856,345
857,211
857,447
857,519
857,345
858,525
858,211
858,345
858,526
861,1
861,89
861,381
861,255
861,256
862,1
862,16
862,527
863,1
863,216
863,286
863,71
863,52
864,1
864,14
864,266
864,7
864,528
864,271
865,1
865,20
865,3
865,211
865,107
866,16
866,20
866,11
866,31
867,139
867,2
867,529
867,56
868,244
868,211
868,102
869,211
869,48
869,94
869,102
870,244
870,211
870,530
870,9
870,35
871,1
871,102
871,211
871,341
871,29
872,102
872,9
872,211
873,351
873,110
873,103
873,531
873,532
873,533
873,534
873,341
873,94
874,1
874,11
874,135
874,264
875,85
875,11
875,39
876,20
877,54
877,55
877,56
877,9
877,412
878,76
878,102
878,165
879,1
879,266
879,257
879,165
880,9
880,4
880,35
880,119
880,47
880,2
881,54
881,202
881,149
881,363
882,1
882,79
882,9
882,35
883,1
883,5
883,85
883,535
884,1
884,281
884,9
885,1
885,512
885,20
885,11
886,16
886,113
886,177
887,1
887,196
887,47
887,9
887,35
888,1
888,216
888,9
888,35
889,2
889,139
889,54
889,165
890,1
890,9
890,11
891,1
891,9
891,11
891,14
892,2
892,161
892,55
892,56
893,1
893,196
893,92
894,1
894,216
894,286
895,2
895,536
895,74
895,11
896,2
896,537
896,165
897,2
897,3
898,54
898,202
898,2
898,230
899,47
899,1
899,13
899,66
900,9
900,2
901,2
901,538
901,539
901,11
901,56
901,337
901,540
902,2
902,52
902,163
903,47
903,1
903,12
903,9
904,54
904,202
904,2
904,11
905,2
905,230
905,54
905,202
906,1
906,9
906,216
906,14
907,1
907,42
907,12
907,3
908,1
908,258
908,3
909,1
909,216
909,6
909,63
909,9
910,1
910,196
910,85
910,92
911,1
911,9
911,115
913,1
913,106
913,541
913,3
914,39
914,249
914,542
915,45
915,68
915,67
915,543
915,544
915,19
915,231
915,51
916,54
916,202
916,230
916,387
916,545
916,161
917,54
917,202
917,230
917,546
917,149
918,54
918,202
918,3
918,14
919,54
919,175
919,19
919,39
920,54
920,230
920,387
923,32
924,54
924,168
924,39
924,372
924,45
924,547
926,16
926,182
926,319
926,134
926,35
927,25
927,26
927,548
927,160
927,10
927,35
928,69
928,164
928,108
928,109
929,1
929,143
929,9
930,16
930,319
930,107
930,54
931,16
931,7
931,311
931,319
932,201
932,52
932,16
933,16
933,1
933,146
933,182
934,11
934,94
934,19
934,3
935,107
935,11
935,109
936,11
936,486
936,135
937,107
937,11
938,11
938,7
939,399
939,16
940,11
940,486
940,340
940,549
941,107
941,11
941,550
942,489
942,422
942,512
942,172
942,171
942,14
942,35
943,551
943,371
943,552
943,553
944,44
944,554
944,45
944,555
944,25
944,26
945,16
945,171
945,527
945,164
947,59
947,221
948,19
948,556
948,54
948,202
948,557
948,138
949,54
949,202
949,177
949,19
950,16
950,558
950,203
950,559
950,164
951,1
951,79
951,9
951,3
951,35
952,35
952,8
952,238
952,19
953,35
953,107
953,11
954,132
954,107
954,104
956,1
956,258
956,196
956,85
957,1
957,192
957,560
957,7
958,1
958,20
958,436
959,1
959,66
959,196
959,170
959,35
960,1
960,56
961,1
961,266
961,188
961,19
962,81
962,25
962,108
962,45
962,61
963,119
963,16
963,20
963,29
964,198
964,18
964,89
964,133
964,561
964,513
964,562
965,16
965,563
966,19
966,16
966,1
966,153
966,146
967,34
967,81
967,69
967,119
968,80
968,362
968,16
968,564
968,198
968,126
968,19
968,181
969,54
969,177
969,387
970,54
970,202
970,404
970,27
971,54
971,202
971,177
971,8
972,1
972,565
973,146
973,107
973,550
974,1
974,164
974,566
974,40
975,78
975,146
975,567
975,568
975,141
977,52
977,107
977,35
978,171
978,11
978,272
978,273
978,496
978,497
979,3
979,113
983,3
983,261
983,8
984,16
984,182
984,11
984,176
985,16
985,1
985,18
985,107
985,35
986,3
986,569
986,52
986,435
987,31
987,182
987,176
988,2
988,139
988,11
988,161
989,10
989,59
989,104
990,3
990,570
990,163
991,3
991,570
991,10
992,9
992,11
992,39
993,54
993,37
994,3
994,163
994,128
996,11
996,10
996,21
997,9
997,275
997,163
998,9
998,52
998,352
999,19
999,571
999,133
999,275
1000,42
1000,45
1000,46
1000,572
1001,148
1001,231
1001,45
1002,32
1002,14
1002,573
1002,21
1002,3
1002,19
1002,45
1003,16
1003,517
1003,7
1003,39
1003,35
1004,54
1004,202
1004,387
1006,171
1006,172
1006,11
1007,134
1007,67
1007,574
1008,16
1008,171
1008,164
1008,18
1009,16
1009,320
1009,153
1009,132
1010,10
1010,46
1012,52
1012,14
1012,48
1012,49
1012,39
1012,35
1013,1
1013,79
1013,192
1015,1
1015,13
1015,42
1015,16
1015,30
1016,16
1016,20
1016,11
1016,47
1017,34
1017,14
1017,159
1017,535
1017,575
1018,188
1018,14
1018,86
1018,119
1019,39
1019,275
1019,187
1020,174
1020,33
1020,576
1021,134
1021,107
1022,19
1022,576
1022,577
1023,45
1023,52
1023,14
1024,577
1024,89
1024,133
1024,42
1024,47
1025,303
1025,21
1025,163
1026,16
1026,200
1026,201
1026,132
1027,54
1027,183
1027,221
1028,576
1028,3
1029,3
1029,578
1029,89
1029,133
1029,513
1030,14
1030,435
1030,109
1031,14
1031,107
